id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
1065,7,3,6.86,3811.0,-0.05223374708826181,1.9,1.9,152.0,7.2
1070,2,1,6.89,5642.0,0.018860164269314694,6.4,15.9,914.0,3.5
1073,2,0,6.89,1519.0,0.06157430940374367,8.5,22.3,,2.3
1075,7,1,13.79,4056.0,0.012025077422159247,7.8,7.8,591.0,1.4
1076,7,3,12.07,3811.0,-0.0364691060443218,1.9,,,4.8
1081,7,3,18.96,,-0.13164004105839366,1.9,1.9,152.0,6.7
1089,9,3,,,0.0654454177132203,9.5,9.5,1836.0,2.0
1092,7,3,6.93,,0.005879001617274837,5.6,5.6,,4.4
1097,7,3,10.34,7378.0,-0.08443525664277218,,10.3,762.0,6.8
1100,1,3,0.39,,-0.020309211728303883,3.0,3.0,10.0,8.2
1101,7,1,13.79,,-0.08998105560223824,5.7,5.7,625.0,7.5
1102,10,1,6.89,6998.0,-0.011643513291302698,10.3,,762.0,5.0
1103,7,3,6.89,,0.02196409738609234,23.6,23.6,610.0,3.2
1108,5,3,16.0,3730.0,-0.026443165922186485,,,,2.3
1112,7,1,0.1,1301.0,0.05737452306818912,,1.0,38.0,5.1
1114,7,3,6.89,5357.0,0.010623339020476519,37.5,37.5,1953.0,4.5
1127,7,3,13.79,1682.0,0.008232082117797107,7.8,7.8,,2.0
1129,10,0,15.51,1355.0,0.06548261469366191,5.6,15.2,2134.0,1.4
1131,8,3,,,0.026423599219252053,11.1,11.1,,2.6
1136,9,3,,4036.0,0.03850740000288158,,9.5,1836.0,2.8
1137,7,3,,,-0.0639334369823551,,1.9,696.0,6.7
1139,10,1,13.79,3784.0,-0.0354054634087379,4.7,4.7,318.0,3.9
1149,10,3,,3838.0,0.02484423571033434,1.9,,696.0,2.0
1150,7,3,13.79,2007.0,-0.02850685346269624,7.7,,457.0,3.8
1158,7,3,6.89,949.0,0.011804430052527515,37.5,37.5,,3.9
1161,7,3,13.79,,-0.009798788744286413,,7.7,457.0,2.8
1165,7,3,6.89,1668.0,0.026110885202677847,,12.4,610.0,4.0
1166,7,3,7.14,2034.0,0.008045168886096687,10.8,10.8,432.0,4.5
1168,7,1,3.76,2848.0,0.035563732241192525,4.6,4.6,229.0,4.4
1172,8,3,,734.0,0.04090361098537512,7.7,,457.0,2.0
1173,10,3,17.24,,-0.023158715662502743,,1.9,696.0,2.6
1174,0,0,11.03,4069.0,0.026648788534757356,5.6,15.2,2134.0,4.0
1183,2,0,6.89,3052.0,0.015057055824649612,8.5,24.6,,4.0
1190,7,3,13.79,5479.0,-0.06196972084677943,4.7,4.7,318.0,4.3
1192,7,3,13.79,2034.0,-0.04277542577915308,4.7,4.7,305.0,4.5
1198,7,1,3.72,4069.0,0.026574193129060758,10.8,10.8,432.0,4.5
1206,8,1,13.79,1682.0,0.01693546675161034,7.7,7.7,,2.1
1208,7,3,18.96,2740.0,-0.13451990237298433,1.9,,152.0,6.7
1209,7,3,,,-0.0507666404968217,,10.3,794.0,6.9
1210,7,3,6.89,5696.0,-0.011609498582563882,10.3,10.3,762.0,4.9
1211,7,3,13.79,1296.0,-0.0004927581818765792,7.8,7.8,591.0,2.8
1214,8,3,13.79,689.0,-0.07209584642346889,7.7,,457.0,6.7
1215,10,3,13.79,,-0.007789866441838239,4.7,4.7,318.0,2.0
1219,7,3,11.0,4069.0,0.009568926742523576,11.5,11.5,,2.3
1220,7,3,6.89,3784.0,0.0076943390346175256,,10.3,762.0,4.6
1224,7,3,10.34,,-0.08329719230359983,10.3,10.3,762.0,7.9
1226,7,3,3.96,,-0.011274026955123806,,10.8,432.0,6.7
1228,7,1,6.89,,0.04773773714314661,10.3,10.3,794.0,2.6
1231,7,3,12.07,4042.0,-0.008229956359482093,1.9,1.9,152.0,2.5
1232,10,1,10.34,5371.0,-0.002453654154023044,10.3,,762.0,3.5
1237,2,0,6.89,2767.0,0.038020157570220536,,,914.0,3.8
1239,9,3,11.03,4039.0,0.05169787802566264,9.5,9.5,1836.0,2.2
1242,7,1,13.79,7107.0,-0.06988892545564318,,4.7,318.0,4.4
1243,7,3,13.79,,0.0034132790935843538,4.7,4.7,,2.2
1245,10,3,,,-0.04931178478227494,10.8,10.8,152.0,4.0
1248,7,1,18.0,1000.0,-0.0069091920431700315,10.0,10.0,1650.0,3.4
1251,2,0,6.92,2292.0,0.08529474763542634,12.7,,1778.0,2.2
1259,7,1,,7473.0,-0.03510357325489405,10.3,10.3,762.0,4.3
1261,10,2,1.01,2000.0,0.008353058637587174,15.0,120.0,10.0,3.4
1265,7,3,6.89,6089.0,-0.049233933081825165,10.3,10.3,762.0,6.8
1267,2,0,6.9,,0.058843446139369815,6.4,15.9,914.0,2.4
1268,8,3,,2061.0,0.029073010331874816,11.1,,457.0,2.3
1273,8,3,18.96,2712.0,-0.050213010121607116,7.7,7.7,457.0,2.6
1274,2,0,6.89,,0.13600852012919978,8.5,22.3,2743.0,1.1
1276,10,3,13.79,1410.0,-0.022922141813573216,4.7,4.7,318.0,3.8
1278,2,0,6.89,2278.0,0.09947717266191489,8.5,22.3,2743.0,3.3
1280,10,3,13.79,1370.0,0.019681292563619696,4.7,4.7,318.0,1.5
1281,10,3,13.79,1339.0,0.014148739777106789,7.7,7.7,457.0,1.9
1295,2,0,9.68,2319.0,0.06342204220586138,12.7,,1778.0,2.2
1301,7,3,3.83,2889.0,0.05109219983786037,4.6,4.6,,4.4
1306,2,0,6.89,1549.0,0.07541044457470836,12.7,42.3,1829.0,2.7
1307,7,1,3.96,,0.0493629669046997,,10.8,,4.4
1312,8,3,13.79,2007.0,0.0018288125682678902,7.7,,457.0,2.2
1318,7,3,,,-0.030412982305223935,4.7,4.7,318.0,5.3
1323,7,3,13.79,,-0.012972345198557222,7.8,7.8,591.0,2.8
1324,2,0,,2278.0,0.06971047829673607,,42.3,1778.0,2.9
1326,10,3,16.0,4136.0,-0.04255026336937756,10.0,,890.0,3.6
1335,7,3,13.79,1465.0,0.016463731676825577,7.7,7.7,457.0,1.6
1337,7,3,13.79,2251.0,0.003489131248502697,,1.9,152.0,1.7
1339,5,3,20.0,1842.0,-0.03159986193193326,10.0,10.0,1650.0,3.2
1340,7,3,13.79,4367.0,-0.012121839552343555,4.7,4.7,318.0,2.0
1341,7,3,15.51,,-0.04651931072195836,1.9,1.9,152.0,3.5
1347,7,3,13.79,3404.0,-0.0013454777004847096,4.6,4.6,,1.9
1355,8,3,13.79,,-0.013959551781712737,11.1,11.1,457.0,2.7
1357,7,3,13.79,3119.0,-0.0015002614344883647,1.9,,696.0,2.5
1360,0,0,13.79,3673.0,0.04812901294092306,5.6,15.2,2134.0,1.8
1361,2,0,4.13,,0.07557260407589429,12.8,42.3,1778.0,3.3
1365,2,0,9.71,2278.0,-0.04157518399713908,12.7,42.3,1778.0,7.5
1369,8,3,13.79,,-0.010105258554676838,7.7,7.7,457.0,2.7
1371,2,1,6.89,,0.1044644430163527,,22.3,2591.0,2.1
1374,10,0,4.13,2278.0,0.08027513870022521,12.7,42.3,,3.5
1375,7,3,6.86,4096.0,0.027335192706401945,10.8,10.8,,4.5
1379,7,3,6.89,,0.015441321620019627,,,1972.0,6.0
1385,5,1,20.0,1000.0,0.016296818117450318,10.0,10.0,1650.0,1.2
1391,2,0,6.89,1533.0,0.09652825308730462,8.5,,1829.0,2.2
1396,9,3,15.17,2681.0,0.019134770892237002,9.5,9.5,1836.0,2.7
1401,0,0,15.51,1344.0,0.03169204656985716,5.6,15.2,,1.6
1402,10,3,10.34,3784.0,-0.2056637973706235,10.3,10.3,762.0,14.8
1407,7,3,13.79,3052.0,-0.003147614556384626,7.8,7.8,591.0,2.3
1412,7,3,11.0,,0.029405186855104626,11.5,11.5,1524.0,2.8
1413,2,0,6.89,2292.0,0.07797141770816882,8.5,24.6,1778.0,2.8
1414,8,3,13.79,,0.001487277996142622,7.7,7.7,457.0,1.9
1427,7,1,10.34,5601.0,-0.015835262408764705,,10.8,762.0,4.0
1429,7,1,10.34,5940.0,-0.08098492899738707,10.3,10.3,762.0,7.4
1435,7,3,13.79,1356.0,-0.03617445432181626,7.7,7.7,457.0,4.5
1436,7,3,10.34,7432.0,-0.13042857301239524,10.3,10.3,,9.4
1438,7,3,6.86,4069.0,0.03542116741823084,10.8,10.8,864.0,3.1
1439,7,1,13.79,821.0,0.0044360649781447214,7.8,7.8,591.0,3.0
1445,9,3,15.17,2679.0,0.04491731212899705,9.5,9.5,1836.0,1.3
1447,7,1,17.24,,-0.02887408534532951,1.9,1.9,696.0,2.9
1452,7,1,,4123.0,0.014424338602718495,10.3,10.3,794.0,3.2
1454,10,0,6.89,833.0,0.059276524742137904,,,737.0,3.5
1456,7,3,3.45,5696.0,0.014446808384993348,10.3,,762.0,5.0
1461,7,3,6.89,5357.0,0.04651953599829939,12.8,,1930.0,3.4
1463,10,1,,4218.0,-0.08562667644623229,3.0,3.0,150.0,7.8
1464,8,1,13.79,678.0,-0.008111650020921873,7.7,,457.0,3.5
1467,10,1,,1356.0,-0.06434578499066271,7.7,,457.0,6.8
1468,10,1,13.79,,-0.012829259578009067,3.6,3.6,76.0,2.3
1473,7,3,13.79,4069.0,-0.007035464106611045,4.6,4.6,,2.5
1474,7,3,9.0,,0.06872654524794741,11.5,,1524.0,1.6
1475,0,0,11.03,1354.0,0.07859420237943444,,15.2,2134.0,2.1
1476,7,3,15.51,2929.0,-0.011184937369692338,1.9,1.9,696.0,2.5
1478,10,3,12.07,2441.0,-0.0741978460892464,1.9,1.9,152.0,6.8
1481,7,3,6.89,5832.0,-0.045652792296923816,10.3,10.3,762.0,6.7
1482,7,3,10.34,5601.0,-0.02151097679263453,10.3,10.3,762.0,4.0
1485,7,3,13.79,956.0,-0.0028814962433469926,7.7,7.7,,3.6
1487,2,0,6.89,1533.0,0.12476033598104289,8.5,22.3,2743.0,2.2
1495,8,1,13.79,1356.0,0.0007387837216129844,,11.1,457.0,2.7
1498,7,3,3.86,4136.0,0.035465954641683506,10.8,10.8,,4.4
1502,7,3,,4069.0,-0.15127313435597228,10.8,10.8,432.0,10.4
1506,10,3,3.9,4136.0,-0.004878339317268554,4.6,4.6,229.0,5.9
1508,9,3,15.17,2676.0,0.027376833383827265,9.5,9.5,,1.6
1513,7,3,13.79,5574.0,-0.08285096650890356,4.7,4.7,318.0,5.4
1516,10,3,15.17,2691.0,0.0419421706902986,9.5,9.5,1836.0,1.5
1518,7,3,13.79,1682.0,0.02389051366539971,7.7,7.7,,1.8
1519,7,3,13.79,3133.0,-0.011928332535228459,1.9,1.9,696.0,3.2
1520,7,3,11.03,4055.0,0.02758497639402896,11.5,11.5,914.0,1.8
1522,7,3,3.45,5696.0,0.024635361168478753,10.3,10.3,762.0,4.4
1523,7,3,6.89,2699.0,0.08201528450881418,,,1930.0,2.7
1525,7,1,13.79,759.0,0.01958125296378249,7.8,7.8,591.0,2.2
1526,9,3,15.17,,0.03688541544242091,9.5,,1836.0,1.8
1529,2,0,6.89,1546.0,0.12372832334029857,8.5,22.3,2591.0,2.0
1530,7,3,6.89,1336.0,0.0663211952658839,12.8,12.8,,2.1
1531,8,3,,1763.0,0.01727595507772617,11.1,11.1,457.0,1.9
1534,5,1,14.0,,-0.0011872284725961135,,,,3.7
1541,7,3,10.41,1288.0,-0.016497370310386644,5.6,5.6,216.0,4.6
1546,10,3,13.79,2862.0,-0.05113049529548755,4.7,4.7,318.0,4.8
1552,7,1,10.34,3960.0,-0.022984743348160364,,10.3,,5.0
1553,7,3,13.79,3458.0,0.0016204425872247408,,4.7,,2.2
1554,5,3,16.0,1000.0,-0.02221249113973134,10.0,,565.0,2.8
1555,7,3,3.45,5900.0,0.019576884415973272,10.3,10.3,762.0,4.6
1557,7,1,13.79,1214.0,0.014858088962840327,7.8,7.8,,2.5
1559,8,3,13.79,,0.009123582239401712,,11.1,457.0,1.6
1560,6,1,0.51,1500.0,-0.08969019741493234,15.0,120.0,10.0,9.1
1564,7,3,13.79,1383.0,-0.003580824092671908,,4.6,295.0,2.5
1565,8,3,13.79,1344.0,0.023593200020205957,7.7,7.7,457.0,1.3
1566,7,3,,1370.0,-0.02443602973740988,3.6,,76.0,4.4
1567,7,1,6.89,1926.0,0.08132745921413073,23.6,23.6,1972.0,2.9
1569,7,1,12.07,2089.0,0.04164781832919509,1.9,1.9,696.0,1.7
1573,8,3,13.79,,-0.02835041367700261,11.1,11.1,457.0,3.6
1585,8,3,13.79,1668.0,0.025086134674577154,7.7,7.7,457.0,1.1
1592,10,3,13.79,3391.0,-0.04019855079120571,,4.7,318.0,3.9
1598,7,3,6.89,5588.0,0.00017160750830547133,10.3,10.3,762.0,4.3
1603,7,3,13.79,4204.0,-0.04107741709067009,4.6,4.6,295.0,3.6
1606,7,3,13.79,,-0.014880543706320193,5.7,5.7,625.0,3.4
1608,7,3,13.79,929.0,-0.01792496719916753,7.7,7.7,,3.8
1609,10,3,7.0,1017.0,-0.08942423078494549,10.8,10.8,216.0,10.0
1613,10,1,6.89,,0.008259604641951745,12.7,38.1,,4.4
1619,7,3,10.34,5696.0,-0.0315823199195045,10.3,,762.0,4.4
1623,7,3,13.79,,0.004860465958467147,7.7,,457.0,1.8
1624,2,0,6.89,1519.0,0.04093800934480091,,38.1,,3.5
1626,2,0,,1519.0,0.014367254234710053,12.7,42.3,1778.0,4.9
1629,7,3,13.79,5791.0,-0.053911280265778155,3.6,3.6,76.0,3.4
1631,6,2,0.51,1500.0,-0.00035839848174076816,15.0,120.0,10.0,4.1
1635,7,3,13.79,6510.0,-0.13791260120972765,3.6,3.6,76.0,7.7
1641,10,3,17.24,,-0.005984091546766379,1.9,1.9,696.0,2.1
1644,10,0,6.89,5588.0,0.030060406766485498,6.4,15.9,914.0,3.4
1645,10,3,13.79,1356.0,0.003288193938177475,4.7,,318.0,2.1
1646,7,3,10.34,7893.0,-0.05539577298753656,10.3,10.3,762.0,5.0
1647,5,3,12.0,,-0.022294169817456383,10.0,10.0,,3.8
1648,5,3,13.79,1354.0,-0.018036050205265414,10.0,10.0,565.0,3.5
1660,7,3,6.89,,0.010641021035483617,10.3,10.3,,4.8
1661,7,3,13.79,1994.0,-0.08281257232447983,7.7,7.7,457.0,6.8
1664,10,3,18.96,2767.0,-0.047408437088191424,,1.9,,3.5
1666,10,0,,1519.0,0.05378368787754925,12.7,,1778.0,4.4
1670,0,0,,3677.0,0.08096931164547208,5.6,15.2,2134.0,2.2
1671,10,1,13.79,2021.0,0.006466539888997647,11.1,11.1,457.0,2.2
1673,10,3,7.03,,0.04273367681322664,10.8,10.8,864.0,3.5
1677,7,3,0.64,6200.0,-0.0385796783618369,3.0,3.0,100.0,8.1
1678,7,1,,2034.0,-0.0097340225376088,10.8,10.8,,4.2
1683,4,0,0.1,679.0,0.0900632640187872,5.0,13.3,,5.2
1688,4,1,,690.0,0.12210176845810278,,13.3,2134.0,1.4
1694,10,3,13.79,1763.0,-0.004549019087312478,11.1,11.1,457.0,2.6
1696,7,3,13.79,693.0,0.03473383188015711,7.8,7.8,,2.2
1699,7,3,13.79,4448.0,-0.0641974794762597,4.7,4.7,318.0,4.8
1709,0,0,13.79,2729.0,0.048991356740102715,5.6,15.2,2134.0,2.1
1711,10,1,13.79,4069.0,0.056242292623100584,9.5,9.5,1836.0,1.1
1713,10,3,13.79,2658.0,-0.04076637542148481,7.7,7.7,457.0,4.4
1715,0,0,13.79,3679.0,0.047185469431453686,5.6,,2134.0,1.8
1716,0,0,15.51,1356.0,0.04842956531255069,5.6,15.2,2134.0,1.9
1719,10,0,11.03,3879.0,0.011646631989698703,5.6,15.2,10.0,1.8
1720,7,3,,,-0.0181695345049685,10.8,10.8,,4.3
1723,7,3,10.34,5696.0,-0.04387355238473867,,10.3,762.0,5.2
1728,7,3,3.86,4069.0,0.06636697019624663,10.8,10.8,864.0,2.7
1730,7,3,17.24,3065.0,-0.027588257851548115,,1.9,,2.6
1741,7,3,13.79,6429.0,-0.06101315762838566,4.7,4.7,318.0,3.9
1742,7,3,6.96,,0.02952500630807342,23.6,23.6,1972.0,5.5
1747,7,1,13.79,2116.0,-0.11589928494552809,7.8,,591.0,9.0
1749,7,3,13.79,1214.0,-0.028512731790072465,3.6,3.6,76.0,3.7
1750,7,3,13.79,,0.000828669878828292,7.8,7.8,591.0,2.6
1751,7,3,13.79,1288.0,-0.0011303737165279104,4.6,4.6,295.0,2.5
1752,7,3,12.07,4109.0,-0.04732362812233781,1.9,1.9,152.0,4.6
1758,7,3,18.96,3662.0,-0.04508508364116434,1.9,1.9,696.0,2.6
1760,10,3,13.79,4367.0,0.001287116705164043,4.7,4.7,318.0,1.4
1761,7,1,3.45,5398.0,-0.03052951948672944,10.3,10.3,762.0,7.8
1763,10,3,,2590.0,0.026305281668658587,1.9,1.9,152.0,2.0
1770,7,3,6.89,6279.0,-0.03848943056205342,10.3,10.3,794.0,6.2
1772,10,3,13.79,,-0.00028586242907871484,4.7,4.7,318.0,1.8
1773,7,3,18.96,,-0.06645382254671667,,1.9,696.0,3.9
1774,7,3,13.79,1356.0,0.013528088080992207,7.7,7.7,457.0,1.8
1777,7,1,13.79,,-0.0342476881737,,4.7,318.0,3.8
1778,8,3,13.79,2699.0,0.0028362403257122804,11.1,,457.0,1.8
1779,7,1,7.0,4069.0,0.027683873622168176,5.6,5.6,864.0,4.0
1781,7,3,6.89,6795.0,-0.05218363956180913,10.3,,794.0,6.8
1782,7,3,15.51,,-0.028753334816053328,1.9,1.9,152.0,2.6
1783,7,3,6.89,5696.0,0.01330388606159949,10.3,10.3,794.0,3.6
1789,7,3,13.79,1682.0,0.022795108621563587,7.7,7.7,,1.5
1790,7,3,,4069.0,-0.05418538051919511,5.6,5.6,432.0,6.8
1791,7,3,,3784.0,-0.018619537712848022,4.7,4.7,318.0,4.6
1794,7,3,3.79,,0.035959798208228935,4.6,,,4.3
1801,7,3,17.24,3648.0,-0.11981118041943434,1.9,1.9,152.0,6.5
1802,7,3,3.45,7893.0,0.0005975824663642659,10.3,10.3,762.0,4.9
1803,7,3,7.0,1410.0,0.026522144728297364,10.8,10.8,864.0,4.5
1804,7,3,6.89,3811.0,-0.0007043974697239497,10.3,10.3,762.0,5.0
1805,7,3,13.79,2007.0,-0.049397495325082474,1.9,,152.0,3.9
1806,7,3,6.89,6117.0,-0.04475664881282615,10.3,10.3,794.0,6.6
1809,7,3,6.89,,0.08899746798553532,23.6,23.6,1972.0,2.1
1810,2,0,6.89,,0.09681042179695953,,24.6,1778.0,1.8
1812,7,3,6.89,1356.0,0.07356431237354913,,,,2.1
1817,2,0,6.89,2767.0,0.009606444366126149,,38.1,914.0,4.5
1818,7,3,3.45,3892.0,0.059826737051219506,,10.3,762.0,3.2
1832,2,0,9.65,1519.0,0.02293151260658627,12.7,42.3,1778.0,4.3
1833,7,3,6.86,1031.0,-0.004263676602078825,10.8,10.8,216.0,5.3
1834,2,0,,5615.0,0.006100292070626179,6.4,15.9,914.0,4.6
1835,7,1,6.89,,0.024796819429917405,10.8,10.8,432.0,3.9
1837,5,1,18.0,2439.0,-0.009946898466710041,10.0,10.0,,1.8
1840,7,3,13.79,2997.0,-0.004607583538707771,7.8,7.8,591.0,2.4
1841,7,3,18.27,861.0,-0.04719874419654099,3.0,3.0,100.0,3.0
1844,5,3,14.0,4028.0,0.0008270906235603726,10.0,10.0,,2.5
1848,10,1,6.89,1519.0,0.04636883522483143,12.7,42.3,1778.0,4.4
1849,4,0,11.03,2699.0,0.07525704883830986,5.0,13.3,2134.0,2.1
1850,10,3,13.79,1682.0,0.015524836883969051,7.7,7.7,457.0,1.7
1854,7,1,6.72,1899.0,0.0195094823160675,10.8,10.8,432.0,4.4
1856,7,3,13.79,3920.0,-0.03882163821755147,1.9,,152.0,3.3
1857,2,0,9.65,1344.0,-0.004888549605536141,5.6,5.6,216.0,4.5
1860,7,1,13.79,1980.0,-1.3267812884271146e-05,7.7,7.7,457.0,2.6
1863,6,2,1.01,2000.0,-0.02422576607115476,15.0,120.0,10.0,5.0
1864,7,3,6.89,1356.0,0.05318426802282436,23.6,23.6,,2.2
1868,8,3,13.79,1356.0,0.01503849244902794,11.1,11.1,457.0,1.6
1869,7,3,8.96,4069.0,0.04392619192193231,11.5,11.5,1524.0,2.8
1871,7,3,6.93,5696.0,-0.02058848730822102,10.3,10.3,,5.9
1873,9,3,13.79,1356.0,0.06102765902740315,9.5,9.5,1836.0,1.5
1885,7,3,6.89,5357.0,0.0021048496104004444,23.6,23.6,610.0,3.4
1886,10,3,6.79,,0.001888992010698698,10.8,10.8,432.0,4.6
1888,7,3,12.07,2319.0,-0.015019540862212466,1.9,,152.0,3.3
1893,7,3,11.03,4069.0,0.014395972531350887,11.5,11.5,,3.0
1895,7,1,6.72,1017.0,-0.04184469690156392,10.8,10.8,216.0,7.7
1897,2,0,6.96,2319.0,0.01649025081203309,12.7,38.1,914.0,4.2
1898,7,1,3.45,5954.0,0.028676280854513125,,,762.0,4.5
1900,7,3,13.79,3214.0,-0.010456284650128822,4.6,4.6,295.0,2.3
1904,2,0,6.89,1519.0,0.08089299840046092,12.7,,1778.0,2.8
1907,10,3,8.27,1316.0,0.040468206181472705,3.6,3.6,76.0,2.4
1908,10,3,13.79,1233.0,-0.036347865418201175,7.8,7.8,591.0,4.9
1912,7,3,13.79,4679.0,-0.07196380219093498,4.7,,,5.8
1914,7,3,,3838.0,-0.012507036228504242,,10.8,432.0,4.5
1917,7,1,12.07,2740.0,0.01859231175085385,,1.9,696.0,2.6
1918,10,3,3.83,3784.0,0.07825091826723209,10.8,10.8,864.0,2.3
1922,7,1,12.07,3838.0,0.01327553403176343,1.9,1.9,696.0,2.6
1924,7,3,10.24,7107.0,-0.013711142201524223,4.6,4.6,,3.4
1927,7,3,13.79,6144.0,-0.035332079555586926,4.7,,318.0,2.5
1928,2,0,,5547.0,0.00024342738895011262,12.7,38.1,914.0,3.6
1933,7,3,12.07,542.0,0.03648080910958093,,19.8,,1.8
1935,10,3,,2034.0,-0.03130662393967398,,10.8,216.0,4.3
1940,7,3,3.45,5900.0,-0.017226479748678997,10.3,10.3,762.0,6.6
1948,7,3,10.34,7731.0,-0.09478770639590833,10.3,10.3,762.0,7.2
1950,2,1,6.89,2278.0,0.10967698559658043,8.5,22.3,2743.0,2.6
1952,7,3,15.51,2034.0,-0.005129212501127717,1.9,1.9,696.0,2.5
1953,0,0,,,0.07711967940972687,5.6,15.2,2134.0,1.1
1954,8,3,,902.0,0.04030912386970961,,7.7,457.0,2.3
1955,7,3,11.07,4069.0,0.03478109582709912,9.3,9.3,1524.0,2.5
1958,7,3,13.79,1383.0,-0.006347983950823477,7.7,,457.0,2.7
1959,7,1,17.24,,-0.03450835863858559,,1.9,696.0,3.2
1963,5,3,16.0,1944.0,-0.025923404185816457,,10.0,,3.2
1964,8,3,13.79,1668.0,0.003007218493710828,7.7,7.7,457.0,2.3
1967,7,3,,,0.017223581174137526,7.8,7.8,591.0,2.7
1969,7,3,13.79,678.0,-0.07291598572625124,,7.7,457.0,6.7
1974,7,3,6.89,1354.0,0.04771683529075184,,,610.0,3.0
1975,7,3,2.63,,0.04090109955198169,3.0,,150.0,4.3
1980,7,3,6.89,6279.0,-0.003514165960057103,10.3,10.3,794.0,4.3
1993,7,3,6.83,3838.0,0.025036324462877485,10.8,,,3.7
1997,10,0,6.89,1519.0,0.10735995253564215,12.7,,2743.0,3.4
2000,10,1,0.1,2767.0,0.024076034793583473,1.0,1.0,38.0,6.6
2003,7,3,13.79,929.0,0.02562014244950686,7.7,7.7,457.0,1.3
2004,8,1,13.79,2618.0,0.021647887290493106,7.7,7.7,,1.8
2008,2,0,6.89,5615.0,0.02544163066350988,6.4,15.9,914.0,3.3
2009,7,1,13.79,2523.0,0.005337871410639489,,,591.0,2.3
2013,7,3,18.96,0.0,-0.15285585812992125,1.9,1.9,152.0,8.9
2016,7,3,,2984.0,-0.02923612271961823,1.9,1.9,152.0,4.7
2019,7,3,3.86,4136.0,0.009441844766585938,5.6,5.6,432.0,5.3
2021,7,1,13.79,3391.0,-0.0074803968271109356,4.7,4.7,318.0,2.4
2022,2,1,6.89,1533.0,0.034378759110563845,12.7,38.1,914.0,3.4
2024,5,3,12.0,2439.0,0.01754504852493788,10.0,10.0,,2.7
2030,10,3,6.79,2821.0,-0.003055880103013553,1.0,,51.0,4.8
2034,7,3,17.24,2251.0,-0.007305654007457196,1.9,1.9,696.0,1.8
2038,7,3,,4123.0,0.02015834174354203,10.8,10.8,,4.4
2041,8,3,13.79,,-0.0010092584844753616,11.1,11.1,,2.6
2045,2,0,6.89,1519.0,0.09303201647274947,,11.3,1778.0,2.6
2049,7,3,6.89,6429.0,0.05916345338741344,12.8,12.8,1930.0,2.6
2053,6,2,0.1,1500.0,-0.0320981656196031,15.0,120.0,10.0,6.0
2057,10,3,6.72,,0.030140458757351746,10.8,10.8,432.0,3.1
2063,0,1,15.51,3690.0,0.02629119250624684,5.6,15.2,2134.0,2.1
2069,10,3,6.9,4056.0,-0.008449727225104287,10.8,10.8,864.0,5.6
2071,10,3,13.79,2862.0,-0.030873201540528306,4.7,4.7,318.0,3.7
2072,9,3,,,0.03839995482037653,9.5,9.5,1836.0,2.6
2076,7,3,6.89,2753.0,0.03871178078342387,10.3,10.3,794.0,3.3
2078,0,0,,,0.032585114953586625,5.6,15.2,2134.0,2.1
2083,0,1,15.51,3404.0,0.01578393539917486,5.6,,2134.0,2.8
2084,7,3,3.45,3960.0,0.036373864542620205,10.3,10.3,762.0,4.4
2086,7,1,,3445.0,0.013261586928045355,1.9,1.9,696.0,2.6
2087,10,3,3.45,3838.0,0.04323590595146477,10.3,10.3,762.0,4.2
2089,2,0,6.89,1533.0,0.04542739210234363,,22.3,610.0,2.9
2091,10,0,6.89,1519.0,0.11458701384511014,8.5,22.3,2743.0,3.1
2093,2,0,9.68,1519.0,0.05951264359939826,12.7,42.3,1778.0,2.3
2096,7,1,,5361.0,-0.07819261870354594,7.7,7.7,457.0,6.8
2098,10,3,,1343.0,0.010247406242810286,7.7,,457.0,2.5
2099,7,3,,2034.0,-0.023102560080021095,,10.8,216.0,4.6
2104,7,3,18.96,1214.0,-0.12784403917426918,1.9,1.9,,8.4
2106,7,3,13.79,7107.0,-0.049020267943513135,4.7,4.7,318.0,3.0
2108,7,1,3.86,1031.0,0.04785532467985738,10.8,10.8,432.0,4.4
2109,7,3,12.07,2048.0,0.011176411578509682,,1.9,152.0,2.1
2110,0,0,15.51,1345.0,-0.004188495537444492,5.6,15.2,,2.9
2114,7,3,,1214.0,0.00036423339101568364,3.0,3.0,150.0,2.5
2116,6,1,,1000.0,-0.0898726240936496,15.0,120.0,10.0,4.2
2122,10,3,7.0,4069.0,0.09187162694815751,9.3,9.3,1727.0,1.6
2127,10,1,13.79,1356.0,-0.001915812199311251,11.1,11.1,457.0,2.9
2128,7,3,13.79,5696.0,-0.05828984772070395,4.7,4.7,305.0,4.0
2130,0,0,11.03,3665.0,0.07321061844632917,,15.2,2134.0,1.6
2133,10,3,6.89,4286.0,0.024218588282868214,10.3,10.3,762.0,3.6
2136,7,1,13.79,3608.0,-0.010784398330249356,4.7,4.7,318.0,2.5
2142,10,3,,4136.0,-0.05085112782436346,4.6,4.6,295.0,4.3
2151,7,3,15.51,,-0.0751268798417053,1.9,,152.0,5.4
2153,0,0,13.79,3674.0,0.061467271124316894,5.6,,2134.0,1.1
2155,10,3,3.86,2034.0,0.0306789046507569,10.8,10.8,432.0,4.8
2156,7,3,13.79,5262.0,-0.1109082606700767,5.7,5.7,625.0,7.5
2158,10,3,13.79,3648.0,-0.05458654451901521,4.7,4.7,318.0,4.7
2161,7,3,12.07,2200.0,0.021140928432381745,1.9,,696.0,2.2
